房源编号 城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼层 电梯 车位 用水 用电 燃气 供暖
SH2304436033745321984 上海 普陀 中远两湾城 中远两湾城 20 合租 南 3300元/月 (月付价) 3室 1厅 1卫 随时入住 3~12个月 随时可 12 33层 有 NULL 民水 民电 无 NULL 
SH2308541748483465216 上海 闵行 浦江 水语人家北苑 20 合租 南 1200元/月 (月付价) 3室 1厅 2卫 随时入住 1年 随时可 7 11层 有 NULL 民水 民电 无 NULL 
SH2314338530903998464 上海 黄浦 新天地 淡水路442弄 55 整租 南 7800元/月 (月付价) 1室 1厅 1卫 随时入住 1年以上 随时可 4 6层 无 NULL 民水 民电 有 NULL 
SH2313745011579568128 上海 闸北 闸北公园 广延路26弄 32 整租 南 4400元/月 (季付价) 1室 0厅 1卫 随时入住 3年以内 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2305071034350977024 上海 浦东 新场 汇锦城二期 84 整租 南 3500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 18层 有 NULL 民水 民电 无 NULL 
SH2306448572482060288 上海 徐汇 徐家汇 天平小区 45 整租 南/北 6500元/月 (季付价) 1室 1厅 1卫 2019-08-20 1年以内 需提前预约 中楼层 20层 有 NULL 民水 民电 有 自采暖 
SH2313103974196051968 上海 闸北 彭浦 共康三村 54 整租 南/北 4000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2303599011593977856 上海 浦东 北蔡 大华锦绣华城(四街区) 18 合租 南 1950元/月 (月付价) 2室 2厅 1卫 随时入住 1年以上 随时可 2 6层 无 租用车位 民水 民电 无 NULL 
SH2315211484709527552 上海 宝山 罗店 美安路215弄 10 合租 南 1490元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 1 18层 有 NULL 民水 民电 有 NULL 
SH2314387502691262464 上海 闵行 浦江 滨浦新苑三村 16 合租 东南 1650元/月 (双月付价) 3室 1厅 2卫 随时入住 3~12个月 随时可 5 19层 无 租用车位 民水 民电 无 自采暖 
SH2304237613587890176 上海 松江 松江老城 华亭新家三辰苑 67 整租 南/北 2000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 自采暖 
SH2266598587519737856 上海 松江 松江老城 月厦新天地 48 整租 南 2200元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 中楼层 18层 有 NULL 商水 商电 无 自采暖 
SH2311555009340243968 上海 普陀 中远两湾城 中远两湾城 10 合租 南 2200元/月 (月付价) 4室 2厅 2卫 随时入住 1年以上 随时可 23 33层 有 租用车位 民水 民电 无 自采暖 
SH2294638906462699520 上海 青浦 盈浦 城中西路27号 65 整租 南 2300元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2297854869786337280 上海 徐汇 康健 康健公寓 107 整租 东北 6500元/月 (季付价) 2室 1厅 1卫 随时入住 1~3个月 需提前预约 低楼层 19层 有 NULL 民水 民电 无 NULL 
SH2303359149448642560 上海 静安 南京西路 骏豪国际 53 整租 东南/南 7600元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 29层 有 NULL 民水 民电 无 集中供暖 
SH2285314043893776384 上海 徐汇 徐汇滨江 滨江小区 73 整租 南/北 5200元/月 (季付价) 2室 1厅 1卫 随时入住 1年以内 一般下班后可 高楼层 6层 无 NULL NULL NULL 有 NULL 
SH2315079616236093440 上海 宝山 罗店 保翔苑 18 合租 南 1460元/月 (月付价) 4室 1厅 2卫 随时入住 1~24个月 随时可 1 18层 无 租用车位 民水 民电 无 自采暖 
SH2315082066321997824 上海 宝山 罗店 保翔苑 18 合租 南 1450元/月 (月付价) 4室 1厅 2卫 随时入住 1~24个月 随时可 1 18层 无 租用车位 民水 民电 无 自采暖 
SH2313732072646115328 上海 虹口 鲁迅公园 欧阳路329号 35 整租 南 4200元/月 (季付价) 1室 1厅 1卫 2019-08-06 2年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2300043481931841536 上海 普陀 长风 金沙江路751号 39 整租 南 4300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2313534174998568960 上海 徐汇 华泾 华泾绿苑 63 整租 南 4800元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 9层 有 NULL 民水 民电 无 NULL 
SH2305756984642904064 上海 徐汇 华东理工 金塘小区 80 整租 南 6000元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2255581150489878528 上海 松江 九亭 上海青年城 12 合租 北 1520元/月 (月付价) 3室 1厅 2卫 随时入住 3~24个月 随时可 15 19层 有 NULL 商水 商电 无 NULL 
SH2274034611300335616 上海 松江 九亭 绿宸家园 10 合租 东南 1088元/月 (月付价) 5室 2厅 3卫 随时入住 1年 随时可 2 3层 无 NULL 民水 民电 无 NULL 
SH2310621085319831552 上海 宝山 顾村 菊泉新村 17 合租 南 1500元/月 (月付价) 2室 1厅 1卫 随时入住 1~3年 随时可 2 6层 无 免费使用 民水 民电 无 集中供暖 
SH2313673354646921216 上海 黄浦 蓬莱公园 明珠家园(黄浦) 101 整租 东南 12800元/月 (季付价) 2室 2厅 1卫 随时入住 NULL 需提前预约 中楼层 33层 有 NULL 民水 民电 有 自采暖 
SH2314519996971089920 上海 普陀 甘泉宜川 宜川六村 40 整租 南 4200元/月 NULL 2室 0厅 1卫 2019-08-05 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2309997430575742976 上海 闸北 彭浦 共康四村 64 整租 南/北 4100元/月 (季付价) 2室 1厅 1卫 2019-08-17 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2304812238403543040 上海 静安 南京西路 南阳小区 50 整租 南 7000元/月 (季付价) 1室 0厅 1卫 随时入住 1~3年 需提前预约 21 25层 有 NULL 民水 民电 有 自采暖 
SH2300465996563226624 上海 浦东 惠南 东城华都 107 整租 南 3500元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2313035744278749184 上海 浦东 北蔡 鹏裕苑 18 合租 南 2300元/月 (月付价) 3室 1厅 1卫 随时入住 1年以上 随时可 7 16层 无 租用车位 民水 民电 无 NULL 
SH2301936561958428672 上海 黄浦 人民广场 中泰公寓 138 整租 南/北 11000元/月 (季付价) 3室 2厅 1卫 随时入住 3年以内 需提前预约 高楼层 20层 有 NULL 民水 民电 无 NULL 
SH2314477699663667200 上海 浦东 北蔡 芳佳苑 25 合租 南 2000元/月 (月付价) 3室 1厅 1卫 随时入住 1年 随时可 3 6层 无 租用车位 民水 民电 有 NULL 
SH2007806459756421120 上海 青浦 盈浦 青浦万达茂 56 整租 南 1999元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 16层 无 NULL NULL NULL NULL NULL 
SH2315167466436960256 上海 普陀 曹杨 曹杨五村(芙蓉园) 47 整租 南 4500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 7层 无 NULL 民水 民电 无 NULL 
SH2313594948106330112 上海 浦东 惠南 东城花苑一村 97 整租 南 2500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2247549605007073280 上海 闸北 不夜城 广兴公寓 9 合租 南 2100元/月 (月付价) 5室 1厅 2卫 随时入住 1年 随时可 14 25层 有 NULL 民水 民电 有 NULL 
SH2307135644541132800 上海 青浦 夏阳 庆华新村 59 整租 南 2500元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 有 NULL 
SH2301462289506631680 上海 虹口 鲁迅公园 欧四小区 40 整租 南 4000元/月 (季付价) 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 无 NULL 
SH2314526177001209856 上海 浦东 杨东 龙昌苑 14 合租 南 2000元/月 (季付价) 3室 1厅 2卫 2019-08-05 1年 随时可 1 6层 有 租用车位 民水 民电 无 NULL 
SH2309360619549638656 上海 奉贤 南桥 江海二村(奉贤) 85 整租 南 1900元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2217389963165835264 上海 普陀 武宁 曹杨路280弄 42 整租 东 4200元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 7层 有 NULL 民水 民电 无 NULL 
SH2305068609287749632 上海 浦东 川沙 青厦小区 23 合租 南 1800元/月 (月付价) 3室 1厅 1卫 随时入住 1年 随时可 4 6层 无 租用车位 NULL NULL 无 NULL 
SH2291047314502467584 上海 青浦 白鹤 绿地时代名邸 63 整租 南 2200元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 24层 有 NULL 民水 民电 有 NULL 
SH2250438689954209792 上海 松江 泗泾 鼓浪路162号 16 合租 南 1100元/月 (月付价) 5室 1厅 3卫 随时入住 6~12个月 随时可 1 3层 NULL 租用车位 NULL NULL NULL NULL 
SH2142865477855625216 上海 青浦 赵巷 宝龙城市广场(青浦) 32 合租 南 1800元/月 (月付价) 4室 2厅 4卫 随时入住 6~12个月 随时可 4 8层 无 免费使用 NULL NULL NULL NULL 
SH2281840819713613824 上海 闸北 永和 永和二村 30 整租 南 3300元/月 NULL 1室 1厅 1卫 2019-09-01 NULL 一般下班后可 低楼层 6层 无 NULL 民水 民电 有 NULL 
SH2280348074670817280 上海 静安 静安寺 华山路385号 23 整租 东南 8500元/月 (季付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 6层 有 NULL NULL NULL NULL NULL 
SH2312897615571714048 上海 浦东 周浦 东方晶华园 10 合租 北 1200元/月 (季付价) 4室 1厅 2卫 随时入住 1年 随时可 9 17层 NULL 租用车位 NULL NULL NULL NULL 
SH2303460032056139776 上海 青浦 盈浦 旭辉百合宫馆 65 整租 南 2700元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 14层 无 NULL 民水 民电 无 NULL 
SH2313655194166509568 上海 徐汇 康健 康强坊 58 整租 南/北 5500元/月 (季付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 低楼层 4层 无 NULL 民水 民电 有 NULL 
SH2301453183521652736 上海 奉贤 南桥 古华B区 79 整租 南 1900元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2315064185425502208 上海 徐汇 植物园 园南一村 55 整租 南 5300元/月 NULL 2室 1厅 1卫 2019-08-09 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2262237152006119424 上海 闵行 浦江 水语人家南苑 68 整租 南 1600元/月 (月付价) 1室 1厅 1卫 随时入住 1年 随时可 3 10层 有 NULL 民水 民电 有 NULL 
SH2302083608912855040 上海 浦东 周浦 公元新村 51 整租 南 3000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2300001430267756544 上海 闸北 彭浦 共和新路4699弄 43 整租 南/北 4000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2303356973803896832 上海 徐汇 漕河泾 华悦家园 20 合租 南 2700元/月 (月付价) 3室 0厅 3卫 随时入住 1年 随时可 26 35层 有 租用车位 民水 民电 有 自采暖 
SH2312151347128180736 上海 浦东 北蔡 虞泽苑 23 合租 南 2300元/月 (月付价) 4室 0厅 4卫 随时入住 1年 随时可 9 17层 有 租用车位 民水 民电 有 NULL 
SH2314462328118591488 上海 闸北 闸北公园 共和新路2103弄 36 整租 南 4500元/月 (季付价) 1室 0厅 1卫 2019-08-30 2年以内 一般下班后可 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2299918115217080320 上海 奉贤 海湾 绿地香颂(奉贤)(公寓) 62 整租 西南 1800元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 8层 有 NULL 民水 民电 有 NULL 
SH2283942803459547136 上海 青浦 徐泾 二联佳苑 20 整租 北 1600元/月 (月付价) 1室 0厅 1卫 随时入住 1年以上 随时可 1 3层 NULL NULL NULL NULL NULL NULL 
SH2315172331879661568 上海 宝山 月浦 马泾桥四村 54 整租 南 1700元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2314304363926913024 上海 普陀 真如 水塘小区 42 整租 南 4600元/月 NULL 1室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 7层 有 NULL 民水 民电 无 NULL 
SH2310264084685398016 上海 松江 九亭 九亭家园 12 合租 南 1400元/月 (月付价) 4室 1厅 2卫 随时入住 6~24个月 随时可 14 18层 有 租用车位 民水 民电 有 自采暖 
SH2299835659890212864 上海 闵行 华漕 爱博四村 30 整租 南 2350元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 高楼层 13层 无 NULL 民水 民电 无 NULL 
SH2312950185501925376 上海 浦东 周浦 圣鑫苑 107 整租 南 3800元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 中楼层 18层 有 NULL 民水 民电 无 NULL 
SH2260676345724149760 上海 嘉定 嘉定新城 远香舫嘉苑 20 合租 南 1200元/月 (月付价) 4室 1厅 2卫 随时入住 1年 随时可 16 24层 有 NULL 民水 民电 无 NULL 
SH2312954260696080384 上海 徐汇 康健 漕泾一村 57 整租 南 6200元/月 (季付价) 2室 1厅 1卫 随时入住 3年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2211601501187743744 上海 浦东 惠南 禹洲商业广场 56 整租 东南 2300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 17层 无 NULL 商水 商电 无 NULL 
SH2313050016514064384 上海 浦东 周浦 龙威茗庭 88 整租 南 3500元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2304308202289758208 上海 浦东 北蔡 大华锦绣华城(四街区) 15 合租 南 1500元/月 (月付价) 3室 0厅 3卫 随时入住 1年 随时可 11 18层 有 租用车位 民水 民电 无 NULL 
SH2304949163135344640 上海 徐汇 康健 寿山坊 63 整租 南 6200元/月 (季付价) 2室 1厅 1卫 2019-08-21 3年以上 需提前预约 高楼层 6层 无 NULL 民水 民电 有 NULL 
SH2205661503326265344 上海 青浦 徐泾 西郊家园(徐泾) 20 整租 西 1800元/月 (月付价) 1室 0厅 1卫 随时入住 1年以内 随时可 1 3层 NULL 免费使用 NULL NULL NULL 自采暖 
SH2297114998125895680 上海 浦东 惠南 德盈佳园 92 整租 南 2300元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 中楼层 11层 有 NULL 民水 民电 有 自采暖 
SH2310216250611482624 上海 徐汇 上海南站 华东花苑 71 整租 南 6000元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2308397193800712192 上海 闵行 龙柏 青杉路369号 28 整租 南 2500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 4层 无 NULL 商水 商电 无 NULL 
SH2298324917382553600 上海 浦东 临港新城 宜浩佳园 83 整租 南 2800元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 4层 无 NULL 民水 民电 无 NULL 
SH2313645877904023552 上海 闵行 浦江 景江苑A区 15 合租 南 1300元/月 (月付价) 2室 1厅 1卫 随时入住 1年以上 随时可 3 6层 无 租用车位 民水 民电 无 NULL 
SH2298497700678598656 上海 浦东 惠南 民乐城锦园 83 整租 南 1500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 13层 无 NULL NULL NULL NULL NULL 
SH2298492975225257984 上海 普陀 真光 真光新村第二小区 56 整租 南 3800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2244837059431251968 上海 松江 小昆山 佘山院子东园 70 整租 南 1800元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 17层 无 NULL 民水 民电 NULL NULL 
SH2313659796911292416 上海 闵行 浦江 景江苑A区 20 合租 南 1650元/月 (月付价) 4室 1厅 2卫 随时入住 1年 随时可 4 5层 无 NULL 民水 民电 无 NULL 
SH2315155410061377536 上海 闵行 浦江 景江苑A区 20 合租 南 1500元/月 (月付价) 3室 1厅 1卫 随时入住 1年以上 随时可 4 5层 无 NULL 民水 民电 无 NULL 
SH2119498281536200704 上海 浦东 张江 玉兰香苑(四期) 20 合租 南 2200元/月 (月付价) 3室 1厅 3卫 随时入住 1年 随时可 4 6层 NULL 租用车位 NULL NULL NULL NULL 
SH2305845821737795584 上海 虹口 北外滩 丹徒路233弄 40 整租 南 4200元/月 NULL 1室 1厅 1卫 2019-08-17 NULL 一般下班后可 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2314553042222972928 上海 黄浦 蓬莱公园 锦绣家园 105 整租 南 12000元/月 (季付价) 2室 2厅 2卫 随时入住 1年以内 需提前预约 中楼层 9层 有 NULL 民水 民电 无 NULL 
SH2298096059756314624 上海 奉贤 西渡 希都公寓 28 整租 南 1600元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2297964110299529216 上海 普陀 甘泉宜川 南泉苑 15 合租 南 2500元/月 (月付价) 3室 1厅 1卫 随时入住 1年以上 随时可 3 6层 无 NULL 民水 民电 无 NULL 
SH2314543529575596032 上海 静安 曹家渡 长城小区 42 整租 南 6300元/月 (季付价) 1室 1厅 1卫 2019-08-11 1年以内 需提前预约 高楼层 7层 有 NULL 民水 民电 有 自采暖 
SH2309415966083661824 上海 浦东 外高桥 潼港西八村 74 整租 南/北 3800元/月 (季付价) 2室 1厅 1卫 2019-08-15 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2306355482362642432 上海 浦东 三林 东方悦居 15 合租 南 1800元/月 (月付价) 2室 0厅 1卫 随时入住 1年以上 随时可 5 6层 无 NULL 民水 民电 有 NULL 
SH2288108956213846016 上海 浦东 北蔡 鹏健苑 15 合租 南 1780元/月 (月付价) 4室 0厅 4卫 随时入住 1年 随时可 2 14层 有 NULL 民水 民电 有 NULL 
SH2310174949568159744 上海 徐汇 上海南站 光华园 60 整租 南/北 4700元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2302837590488776704 上海 虹口 鲁迅公园 吉联大厦 12 合租 南 2760元/月 (季付价) 4室 1厅 2卫 随时入住 1~2年 随时可 7 28层 有 NULL 民水 民电 无 NULL 
SH2294749313663762432 上海 青浦 夏阳 城中东路311号 117 整租 南 3300元/月 NULL 3室 2厅 2卫 随时入住 NULL 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
